DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027924,Diisodecyl hexanedioate,27178-16-1,C26H50O4,426.370910,10,588,2.0,Inactive,3.354218950287123e-10,1.5872579602209763E-11,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027716,Polyoxyethylene dioleate,9005-07-6,(C2H4O)nC36H66O3, ,6,234,3.0,Inactive,8.967744158848313e-10,4.243647630736419E-11,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027920,"N,N,N',N'-Tetrabutyl-1,6-hexanediamine",27090-63-7,C22H48N2,340.381750,0,345,0.0,Inactive,8.841866119845215e-10,4.184080583269953E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027639,2-(2-Propoxyethoxy)ethanol,6881-94-3,C7H16O3,148.109944,0,234,0.0,Inactive,2.840972027569842,0.13443831581535115,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027926,n-Dodecylphenol,27193-86-8,C18H30O,262.229666,192,393,49.0,Active,30.613773302522432,1.4486816778215876,27.38468296938227,1.4375077174961404
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027974,4-tert-Butylcyclohexyl acetate,32210-23-4,C12H22O2,198.161980,0,234,0.0,Inactive,3.798464071480508,0.17974802549948976,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027978,"3-[3,5-DI(tert-butyl)-4-hydroxyphenyl]propanohydrazide",32687-77-7,C17H28N2O2,292.215078,8,316,3.0,Inactive,5.479938308441338e-10,2.5931746944691326E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027928,2-Ethylhexyl nitrate,27247-96-7,C8H17NO3,175.120843,36,429,8.0,Inactive,6.580673618943621,0.3114056279596871,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027970,4-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,31906-04-4,C13H22O2,210.161980,4,234,2.0,Inactive,5.360757303923874e-9,2.53677676668589E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029120,"4,4'-Biphenyldiol",92-88-6,C12H10O2,186.068080,44,234,19.0,Inactive,1.407199268356344e-10,6.659041265402619E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029122,Benzoic anhydride,93-97-0,C14H10O3,226.062994,0,234,0.0,Inactive,0.06461657632344765,0.0030577364403369996,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029124,"1,2,4,5-Tetramethylbenzene",95-93-2,C10H14,134.109550,2,348,1.0,Inactive,0.6247240011059005,0.029562713656827836,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029128,Tetrahydrofurfuryl alcohol,97-99-4,C5H10O2,102.068080,1,349,0.0,Inactive,6.113441170574369,0.2892956096830285,0.10598519345679273,-0.9747548031235882
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029207,2-Methylpyridine 1-oxide,931-19-1,C6H7NO,109.052764,0,234,0.0,Inactive,6.064986631177145e-9,2.870026808519961E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029170,4-Methylpent-3-en-2-one,141-79-7,C6H10O,98.073165,9,381,2.0,Inactive,1.3794897496766545,0.06527916390282394,0.00010015333558944774,-3.9993345820272435
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029251,Monomethyl maleate,3052-50-4,C5H6O4,130.026609,5,318,2.0,Inactive,0.2781562976349969,0.013162700591413412,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029677,Silica,7631-86-9,O2Si,59.966756,5,573,1.0,Inactive,5.526993428225283,0.2615441760082075,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029679,Tetrachlorostannane,7646-78-8,Cl4Sn,259.777613,0,234,0.0,Inactive,1.0238030722576574,0.04844762969336137,39.999999999999986,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029629,2-Hydroxypropyl 2-methylacrylate,923-26-2,C7H12O3,144.078644,0,234,0.0,Inactive,0.5120076886195529,0.024228838114046244,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1031591,Methoxyacetic acid,625-45-6,C3H6O3,90.031694,1,318,0.0,Inactive,1.1858484732180368e-8,5.611581881290423E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1031626,Methyl trans-styryl ketone,1896-62-4,C10H10O,146.073165,39,431,9.0,Inactive,1.4933731039769214,0.07066826531000224,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029255,"Dimethyl trans-cyclohexane-1,4-dicarboxylate",3399-22-2,C10H16O4,200.104859,0,234,0.0,Inactive,1.2751191997118645e-8,6.034022018151221E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029338,1-Bromo-4-methoxy-2-methylbenzene,27060-75-9,C8H9BrO,199.983678,0,234,0.0,Inactive,4.964767155753655e-9,2.349389322941808E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029889,(-)-Epigallocatechin gallate,989-51-5,C22H18O11,458.084911,53,321,17.0,Inactive,1.244516060010056,0.058892041698849595,0.047500073348725025,-1.3233057197451978
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1029910,"1,1-Dichloropropene",563-58-6,C3H4Cl2,109.969005,0,234,0.0,Inactive,3.452277822209544,0.16336606331937198,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1030317,"3-Acetyl-2,5-dimethylfuran",10599-70-9,C8H10O2,138.068080,1,234,0.0,Inactive,3.759638773275798,0.17791076429064398,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032303,(Z)-11-Hexadecenal,53939-28-9,C16H30O,238.229666,6,346,2.0,Inactive,4.3935035655115,0.2079060315075861,7.937156015139508,0.89966491701324
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1030319,3-Amino-9-ethylcarbazole,132-32-1,C14H14N2,210.115698,88,439,20.0,Inactive,1.4460935536677362e-9,6.84309384182232E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1030604,(RS)-Abscisic acid,14375-45-2,C15H20O4,264.136159,0,234,0.0,Inactive,4.814769465809425,0.22784085578494284,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032278,Vincristine,57-22-7,C46H56N4O10,824.399644,46,234,20.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032355,Clomazone,81777-89-1,C12H14ClNO2,239.071306,46,658,7.0,Inactive,4.090511706220952e-10,1.935680813716861E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032309,"2,4-D-Butotyl",1929-73-3,C14H18Cl2O4,320.058215,4,348,1.0,Inactive,6.0858834384089135,0.2879915436577169,73.97932076545655,1.869110339561582
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032511,"1,3,5-Triethylhexahydro-s-triazine",7779-27-3,C9H21N3,171.173548,28,466,6.0,Inactive,2.1494768327034666e-9,1.0171590655186952E-10,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032513,"(3,5-Dimethyl-1H-pyrazol-1-yl)methanol",85264-33-1,C6H10N2O,126.079313,1,352,0.0,Inactive,5.046329542980861,0.23879856549939912,7.322737119104774,0.8646734435631191
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032519,Acibenzolar-S-methyl,135158-54-2,C8H6N2OS2,209.992155,42,780,5.0,Inactive,7.128289546320273,0.3373194920441405,73.59233391925535,1.866832576430339
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032359,Cyprodinil,121552-61-2,C14H15N3,225.126597,164,660,25.0,Inactive,1.0771909640453851e-9,5.097401087107885E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032482,Tebupirimfos,96182-53-5,C13H23N2O3PS,318.116701,180,705,26.0,Inactive,1.6578129159730598e-10,7.844976092601649E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032484,Temephos,3383-96-8,C16H20O6P2S3,465.989726,128,492,26.0,Inactive,3.495418762029469,0.16540754603577987,3.968502845877267,0.5986266960813293
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032488,Thiazopyr,117718-60-2,C16H17F5N2O2S,396.093090,98,668,15.0,Inactive,1.2489442372036743e-9,5.910158852939379E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032569,Pirimicarb,23103-98-2,C11H18N4O2,238.142976,31,669,5.0,Inactive,8.622488024204952,0.4080268150699527,24.95995721590731,1.3972438365828506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032640,Pyriproxyfen,95737-68-1,C20H19NO3,321.136493,101,695,15.0,Inactive,1.94623513080006e-8,9.209825743664327E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032646,N-Ethylperfluorooctane sulfonamide,4151-50-2,C10H6F17NO2S,526.984778,201,733,27.0,Inactive,1.8811949538716015,0.08902047569090961,0.05723910030001522,-1.2423072012192071
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032690,Indoxacarb,173584-44-6,C22H17ClF3N3O7,527.070712,174,730,24.0,Active,59.72212999639073,2.8261251767720372,54.85452582058608,1.739212465234707
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033161,Aldicarb sulfoxide,1646-87-3,C7H14N2O3S,206.072513,9,358,3.0,Inactive,3.4769899817905534e-10,1.6453547332481752E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1032648,Z-Tetrachlorvinphos,22248-79-9,C10H9Cl4O4P,363.899257,113,481,23.0,Inactive,1.3558262549444065e-9,6.415937801713533E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033163,Alizarin Yellow R,2243-76-7,C13H9N3O5,287.054220,52,234,22.0,Inactive,3.798284601470409e-9,1.797395327562797E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033371,Cyclopentanol,96-41-3,C5H10O,86.073165,3,352,1.0,Inactive,4.071329902670241,0.19266037466474456,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033402,Dibenzyl phosphate,1623-08-1,C14H15O4P,278.070796,7,234,3.0,Inactive,1.0973542392441978e-9,5.1928162032281435E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033539,Guggulsterone Z,39025-23-5,C21H28O2,312.208930,42,246,17.0,Inactive,7.231248526138696e-10,3.42191638517436E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033664,17-Methyltestosterone,58-18-4,C20H30O2,302.224580,157,696,23.0,Inactive,9.631121577568802e-11,4.557566043368608E-12,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1033876,Phenethyl bromide,103-63-9,C8H9Br,183.988763,0,234,0.0,Inactive,3.2557243574164483,0.15406490986976937,7.937060740621344,0.899659703880757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034503,Cyhalofop-butyl,122008-85-9,C20H20FNO4,357.137636,40,650,6.0,Inactive,1.2859538144627673e-9,6.085292757373019E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034634,Forchlorfenuron,68157-60-8,C12H10ClN3O,247.051240,237,681,35.0,Inactive,1.9973355341111124e-10,9.45163918258437E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034210,Prodiamine,29091-21-2,C13H17F3N4O4,350.120190,292,673,43.0,Inactive,11.6711557722308,0.5522935496761943,75.26893796444512,1.8766157882352155
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034260,Oxytetracycline,79-57-2,C22H24N2O9,460.148180,52,493,11.0,Inactive,1.9636237141804307e-9,9.29211067436361E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034187,Tamoxifen,10540-29-1,C26H29NO,371.224915,356,739,48.0,Active,74.72821723762823,3.536231814962301,75.78668748211251,1.8795929251463503
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034212,Spiroxamine,118134-30-8,C18H35NO2,297.266779,124,713,17.0,Inactive,2.252783729990134,0.10660451691077164,0.15710800905975345,-0.8038016749103996
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1035288,"(8E,10E)-8,10-Dodecadien-1-ol",33956-49-9,C12H22O,182.167065,55,359,15.0,Inactive,5.348499830851495e-10,2.5309763785792453E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1035783,S-Methoprene,65733-16-6,C19H34O3,310.250795,125,435,29.0,Inactive,3.987633550407581e-9,1.8869975959043659E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1036541,Pregnenolone,145-13-1,C21H32O2,316.240230,57,452,13.0,Inactive,6.456046630078655e-10,3.0550812445541066E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034844,Procyazine,32889-48-8,C10H13ClN6,252.089022,3,234,1.0,Inactive,1.2243738075444842e-9,5.793888535942748E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034769,N-Vanillylnonanamide,2444-46-4,C17H27NO3,293.199094,59,451,13.0,Inactive,7.137951868406584e-8,3.3777672509520307E-9,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034973,Tralkoxydim,87820-88-0,C20H27NO3,329.199094,34,662,5.0,Inactive,3.5824606984269513e-9,1.695264782959451E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034929,Spiromesifen,283594-90-1,C23H30O4,370.214409,36,364,10.0,Inactive,3.7095949557557923,0.17554262885000213,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1035286,(E)-11-Tetradecenyl acetate,33189-72-9,C16H30O2,254.224580,3,236,1.0,Inactive,1.46659110816157,0.06940090808978014,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037565,Mepronil,55814-41-0,C17H19NO2,269.141579,29,354,8.0,Inactive,5.378808691803013e-10,2.5453189070556318E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037696,"N'-(2,4-Dimethylphenyl)-N-methylformamidine",33089-74-6,C10H14N2,162.115698,0,234,0.0,Inactive,1.46689623904017,0.06941534726095965,0.0016923036824793834,-2.7715217005223045
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037806,"6-Chloro-1,3,5-triazine-2,4-diamine",3397-62-4,C3H4ClN5,145.015523,0,324,0.0,Inactive,1.4625868902515513,0.06921142353774777,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037197,Captopril,62571-86-2,C9H15NO3S,217.077265,2,288,1.0,Inactive,6.17852402612562,0.2923754110340641,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037511,Chlormephos,24934-91-6,C5H12ClO2PS2,233.970487,2,234,1.0,Inactive,0.29012887442131197,0.013729257756884343,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037272,Tacrine,321-64-2,C13H14N2,198.115698,24,237,10.0,Inactive,6.752687180139383e-10,3.19545522770387E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037515,Crufomate,299-86-5,C12H19ClNO3P,291.079108,27,234,12.0,Inactive,8.594821055012037e-10,4.06717579813176E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037303,Perfluoroheptanoic acid,375-85-9,C7HF13O2,363.976895,38,675,6.0,Inactive,3.836525642435797,0.18154914618876755,4.704302379209644,0.6724952291823698
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038795,"1,1,1,3,5,5,5-Heptamethyltrisiloxane",1873-88-7,C7H22O2Si3,222.092760,3,344,1.0,Inactive,3.270380430259017,0.15475845339300762,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038321,3-Phenoxybenzoic acid,3739-38-6,C13H10O3,214.062994,12,632,2.0,Inactive,2.51630605244833e-10,1.1907471966786611E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038298,1-Hydroxypyrene,5315-79-7,C16H10O,218.073165,227,679,33.0,Active,38.839951926828604,1.837954641129839,25.406559997627404,1.4049458663418184
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038824,"1,4-Dioxane-2,3-diol",4845-50-5,C4H8O4,120.042259,0,316,0.0,Inactive,4.298942294932911,0.2034312750388223,0.07265022249815616,-1.138763051296125
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038876,Phenyl 1-hydroxy-2-naphthoate,132-54-7,C17H12O3,264.078644,38,316,12.0,Inactive,2.724840353374844e-10,1.2894282112547647E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038822,Neopentyl glycol dibenzoate,4196-89-8,C19H20O4,312.136159,46,445,10.0,Inactive,1.967460812570288e-10,9.310268299294238E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1038666,Chlorpyrifos oxon,5598-15-2,C9H11Cl3NO4P,332.949128,215,756,28.0,Inactive,4.7530061123787615,0.22491813738653982,0.11030223938275541,-0.9574156703186399
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040245,Sucralose,56038-13-2,C12H19Cl3O8,396.014551,1,434,0.0,Inactive,2.8354343125304946,0.13417626427942242,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040114,tert-Butylacrylamide,107-58-4,C7H13NO,127.099714,7,426,2.0,Inactive,6.198928305908137e-9,2.9334096683073035E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040110,Ethyl propionate,105-37-3,C5H10O2,102.068080,0,350,0.0,Inactive,2.748651505073167,0.13006959432172105,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040112,Ethyl heptanoate,106-30-9,C9H18O2,158.130680,11,584,2.0,Inactive,3.0214837709068076,0.1429803551327439,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040295,Propamocarb,24579-73-5,C9H20N2O2,188.152478,1,236,0.0,Inactive,0.07012825424183747,0.0033185558674465373,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040320,Bifenox,42576-02-3,C14H9Cl2NO5,340.985778,54,322,17.0,Inactive,4.0547799041267836e-10,1.9187720823109536E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040619,Bexarotene,153559-49-0,C24H28O2,348.208930,171,366,47.0,Inactive,1.6605496313784571,0.0785792656893148,0.0078546653935841,-2.104872311046062
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040611,"3-Oxa-2,4-disilaheptan-1-ol, 2,2,4-trimethyl-4-(trimethylsiloxy)-, monoether with polyethylene glycol",27306-78-1,(C2H4O)nC11H30O3Si3, ,79,353,22.0,Inactive,3.5618000784970023e-9,1.6854879216594143E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040324,m-Cumenyl methylcarbamate,64-00-6,C11H15NO2,193.110279,2,241,1.0,Inactive,5.478235392741095e-10,2.592368853663611E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041132,SU-5416,204005-46-9,C15H14N2O,238.110613,50,249,20.0,Inactive,5.547154616223611e-10,2.6249822840049747E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040372,Epoxiconazole,133855-98-8,C17H13ClFN3O,329.073118,71,381,19.0,Inactive,5.888440496624757,0.2786482990549899,0.004261485554188165,-2.370438979413569
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040661,Clofibric acid,882-09-7,C10H11ClO3,214.039672,6,350,2.0,Inactive,1.5173312452327017,0.07180199423420025,0.00009217860515856203,-4.035369867881306
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040742,Triamcinolone,124-94-7,C21H27FO6,394.179167,66,639,10.0,Inactive,6.4274653464224105,0.3041556227055525,14.864138642709154,1.1721397474759077
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041184,(-)-beta-Pinene,18172-67-3,C10H16,136.125201,3,346,1.0,Inactive,2.110228185363002,0.09985861193746383,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041188,1-Phenyl-2-nitropropene,705-60-2,C9H9NO2,163.063329,121,361,34.0,Inactive,1.2437687643544845e-9,5.885667874265847E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041217,"1,1,1-Trichloro-2-methyl-2-propanol",57-15-8,C4H7Cl3O,175.956248,1,234,0.0,Inactive,8.609036510682827e-10,4.0739027278599756E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041261,Allyl 3-chloro-2-hydroxypropyl ether,4638-03-3,C6H11ClO2,150.044757,5,428,1.0,Inactive,0.20336419718073287,0.0096234457434997,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041263,1-Chloro-2-methyl-3-nitrobenzene,83-42-1,C7H6ClNO2,171.008706,0,316,0.0,Inactive,6.9070460289125055,0.32684997471812616,7.937010750165964,0.8996569685297249
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041265,2-Hexyl-1-decanol,2425-77-6,C16H34O,242.260966,32,458,7.0,Inactive,1.1628864368060365,0.05502922680391473,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041423,N-Vinylcaprolactam,2235-00-9,C8H13NO,139.099714,0,316,0.0,Inactive,4.0339013500372785,0.19088920918667895,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041425,(2E)-2-Hexenal,6728-26-3,C6H10O,98.073165,4,346,1.0,Inactive,5.457369253208781,0.2582494737941704,21.320343260048,1.3287941926033446
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041506,4-Chloro-2-cyclopentylphenol,13347-42-7,C11H13ClO,196.065493,83,323,26.0,Inactive,6.271863376737699e-10,2.9679234473626615E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041502,"3-Methyl-4,6-di-tert-butylphenol",497-39-2,C15H24O,220.182715,260,445,58.0,Inactive,13.319214345252394,0.6302817230098112,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041346,"2,4-D-ethyl ester",533-23-3,C10H10Cl2O3,248.000700,0,348,0.0,Inactive,1.745862794975288e-10,8.261639027890404E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041508,4-Chloro-2-methylaniline,95-69-2,C7H8ClN,141.034527,13,444,3.0,Inactive,0.7857868844130893,0.03718440882385305,44.999999999999986,1.6532125137753435
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041421,"5,7-Dimethoxy-2H-chromen-2-one",487-06-9,C11H10O4,206.057909,16,360,4.0,Inactive,15.792646743088705,0.7473276082284275,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041269,(+)-Cedrol,77-53-2,C15H26O,222.198365,29,234,12.0,Inactive,2.302740325208993e-9,1.0896852488406996E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041396,2-Butanethiol,513-53-1,C4H10S,90.050321,0,316,0.0,Inactive,0.20769655598784947,0.009828458329292307,1.5,0.17609125905568124
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041550,(S)-(-)-beta-Citronellol,7540-51-4,C10H20O,156.151415,5,344,1.0,Inactive,0.9302039561710641,0.04401840356710103,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041683,Bromofos,2104-96-3,C8H8BrCl2O3PS,363.849221,26,242,11.0,Inactive,3.4020485001788505,0.1609891495754765,0.5408197550468298,-0.2669474528816387
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041267,1-Ethoxy-2-propanol,1569-02-4,C5H12O2,104.083730,2,347,1.0,Inactive,4.717189262642849,0.22322323968618252,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041681,Bromofenoxim,13181-17-4,C13H7Br2N3O6,458.870161,65,237,27.0,Inactive,1.788562596902139,0.08463699780371849,0.001295593917984177,-2.887531099402298
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041847,Dibutyl decanedioate,109-43-3,C18H34O4,314.245710,5,586,1.0,Inactive,1.6826848776295724e-8,7.962673296364184E-10,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041891,Diphenylmethane,101-81-5,C13H12,168.093900,7,353,2.0,Inactive,2.1616916807599798,0.10229392829397824,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041897,Dipyrithione,3696-28-4,C10H8N2O2S2,252.002720,110,234,47.0,Inactive,5.454244586853603,0.2581016107113247,0.079982031552359,-1.0970075689350058
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041920,2-(2-Ethylhexyloxy)ethanol,1559-35-9,C10H22O2,174.161980,2,348,1.0,Inactive,1.5404267064453262e-9,7.289490007004543E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041970,Fenchol,1632-73-1,C10H18O,154.135765,10,352,3.0,Inactive,1.8724307036760946e-9,8.860574051427495E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041978,Flufenoxuron,101463-69-8,C21H11ClF6N2O3,488.036239,54,369,15.0,Inactive,7.459033191814774e-10,3.52970691082853E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1042285,Phosfolan,947-02-4,C7H14NO3PS2,255.015273,1,234,0.0,Inactive,5.1712769309032645,0.24471123068399228,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1042360,N-(4-Nitrophenyl)-N'-(3-pyridinylmethyl)urea,53558-25-1,C13H12N4O3,272.090940,19,234,8.0,Inactive,2.1997711473479664,0.10409589582676487,39.99999999999999,1.6020599913279623
